province;red;green;blue;x;x
3305;219;32;189;UnusedLand189
3306;219;32;190;UnusedLand190
3307;219;32;191;UnusedLand191
3308;219;32;192;UnusedLand192
3309;219;32;193;UnusedLand193
3310;219;32;194;UnusedLand194
3311;219;32;195;UnusedLand195
3312;219;32;196;UnusedLand196
3313;219;32;197;UnusedLand197
3314;219;32;198;UnusedLand198
3315;219;32;199;UnusedLand199
3316;219;32;200;UnusedLand200
3317;219;32;201;UnusedLand201
3318;219;32;202;UnusedLand202
3319;219;32;203;UnusedLand203
3320;219;32;204;UnusedLand204
3321;219;32;205;UnusedLand205
3322;219;32;206;UnusedLand206
3323;219;32;207;UnusedLand207
3324;219;32;208;UnusedLand208
3325;219;32;209;UnusedLand209
3326;219;32;210;UnusedLand210
3327;219;32;211;UnusedLand211
3328;219;32;212;UnusedLand212
3329;219;32;213;UnusedLand213
3330;219;32;214;UnusedLand214
3331;219;32;215;UnusedLand215
3332;219;32;216;UnusedLand216
3333;219;32;217;UnusedLand217
3334;219;32;218;UnusedLand218
3335;219;32;219;UnusedLand219
3336;219;32;220;UnusedLand220
3337;219;32;221;UnusedLand221
3338;219;32;222;UnusedLand222
3339;219;32;223;UnusedLand223
3340;219;32;224;UnusedLand224
3341;219;32;225;UnusedLand225
3342;219;32;226;UnusedLand226
3343;219;32;227;UnusedLand227
3344;219;32;228;UnusedLand228
3345;219;32;229;UnusedLand229
3346;219;23;120;RNW
3347;219;23;121;RNW
3348;219;23;122;RNW
3349;219;23;123;RNW
3350;219;23;124;RNW
3351;219;23;125;RNW
3352;219;23;126;RNW
3353;219;23;127;RNW
3354;219;23;128;RNW
3355;219;23;129;RNW
3356;219;23;130;RNW
3357;219;23;131;RNW
3358;219;23;132;RNW
3359;219;23;133;RNW
3360;219;23;134;RNW
3361;219;23;135;RNW
3362;219;23;136;RNW
3363;219;23;137;RNW
3364;219;23;138;RNW
3365;219;23;139;RNW
3366;219;23;140;RNW
3367;219;23;141;RNW
3368;219;23;142;RNW
3369;219;23;143;RNW
3370;219;23;144;RNW
3371;219;23;145;RNW
3372;219;23;146;RNW
3373;219;23;147;RNW
3374;219;23;148;RNW
3375;219;23;149;RNW
3376;219;23;150;RNW
3377;219;23;151;RNW
3378;219;23;152;RNW
3379;219;23;153;RNW
3380;219;23;154;RNW
3381;219;23;155;RNW
3382;219;23;156;RNW
3383;219;23;157;RNW
3384;219;23;158;RNW
3385;219;23;159;RNW
3386;219;23;160;RNW
3387;219;23;161;RNW
3388;219;23;162;RNW
3389;219;23;163;RNW
3390;219;23;164;RNW
3391;219;23;165;RNW
3392;219;23;166;RNW
3393;219;23;167;RNW
3394;219;23;168;RNW
3395;219;23;169;RNW
3396;219;23;170;RNW
3397;219;23;171;RNW
3398;219;23;172;RNW
3399;219;23;173;RNW
3400;219;23;174;RNW
3401;219;23;175;RNW
3402;219;23;176;RNW
3403;219;23;177;RNW
3404;219;23;178;RNW
3405;219;23;179;RNW
3406;219;23;180;RNW
3407;219;23;181;RNW
3408;219;23;182;RNW
3409;219;23;183;RNW
3410;219;23;184;RNW
3411;219;23;185;RNW
3412;219;23;186;RNW
3413;219;23;187;RNW
3414;219;23;188;RNW
3415;219;23;189;RNW
3416;219;23;190;RNW
3417;219;23;191;RNW
3418;219;23;192;RNW
3419;219;23;193;RNW
3420;219;23;194;RNW
3421;219;23;195;RNW
3422;219;23;196;RNW
3423;219;23;197;RNW
3424;219;23;198;RNW
3425;219;23;199;RNW
3426;219;23;200;RNW
3427;219;23;201;RNW
3428;219;23;202;RNW
3429;219;23;203;RNW
3430;219;23;204;RNW
3431;219;23;205;RNW
3432;219;23;206;RNW
3433;219;23;207;RNW
3434;219;23;208;RNW
3435;219;24;209;RNW
3436;219;24;210;RNW
3437;219;24;211;RNW
3438;219;24;212;RNW
3439;219;24;213;RNW
3440;219;24;214;RNW
3441;219;24;215;RNW
3442;219;24;216;RNW
3443;219;24;217;RNW
3444;219;24;218;RNW
3445;219;24;219;RNW
3446;219;24;220;RNW
3447;219;24;221;RNW
3448;219;24;222;RNW
3449;219;24;223;RNW
3450;219;24;224;RNW
3451;219;24;225;RNW
3452;219;24;226;RNW
3453;219;24;227;RNW
3454;219;24;228;RNW
3455;219;24;229;RNW
3456;219;24;230;RNW
3457;219;24;231;RNW
3458;219;24;232;RNW
3459;219;24;233;RNW
3460;219;24;234;RNW
3461;219;24;235;RNW
3462;219;24;236;RNW
3463;219;24;237;RNW
3464;219;24;238;RNW
3465;219;24;239;RNW
3466;219;24;240;RNW
3467;219;24;241;RNW
3468;219;24;242;RNW
3469;219;24;243;RNW
3470;219;24;244;RNW
3471;219;24;245;RNW
3472;219;24;246;RNW
3473;219;24;247;RNW
3474;219;24;248;RNW
3475;219;24;249;RNW
3476;219;24;150;RNW
3477;225;25;151;RNW
3478;225;25;152;RNW
3479;225;25;153;RNW
3480;225;25;154;RNW
3481;225;25;155;RNW
3482;225;25;156;RNW
3483;225;25;157;RNW
3484;225;25;158;RNW
3485;225;25;159;RNW
3486;225;25;160;RNW
3487;225;25;161;RNW
3488;225;25;162;RNW
3489;225;25;163;RNW
3490;225;25;164;RNW
3491;225;25;165;RNW
3492;225;25;166;RNW
3493;225;25;167;RNW
3494;225;25;168;RNW
3495;225;25;169;RNW
3496;225;25;170;RNW
3497;225;25;171;RNW
3498;225;25;172;RNW
3499;225;25;173;RNW
3500;225;25;174;RNW
3501;225;25;175;RNW
3502;225;25;176;RNW
3503;225;25;177;RNW
3504;225;25;178;RNW
3505;225;25;179;RNW
3506;225;25;180;RNW
3507;225;25;181;RNW
3508;225;25;182;RNW
3509;225;25;183;RNW
3510;225;25;184;RNW
3511;225;25;185;RNW
3512;225;25;186;RNW
3513;225;25;187;RNW
3514;225;25;188;RNW
3515;225;25;189;RNW
3516;225;25;190;RNW
3517;225;25;191;RNW
3518;225;25;192;RNW
3519;225;25;193;RNW
3520;225;25;194;RNW
3521;225;25;195;RNW
3522;225;25;196;RNW
3523;225;25;197;RNW
3524;225;25;198;RNW
3525;225;25;199;RNW
3526;225;25;200;RNW
3527;225;25;201;RNW
3528;225;25;202;RNW
3529;225;25;203;RNW
3530;225;25;204;RNW
3531;225;25;205;RNW
3532;225;25;206;RNW
3533;225;25;207;RNW
3534;225;25;208;RNW
3535;225;25;209;RNW
3536;225;25;200;RNW
3537;225;25;201;RNW
3538;225;25;202;RNW
3539;225;25;203;RNW
3540;225;25;204;RNW
3541;225;25;205;RNW
3542;225;25;206;RNW
3543;225;25;207;RNW
3544;225;25;208;RNW
3545;225;25;209;RNW
3546;100;10;120;RNW
3547;100;10;121;RNW
3548;100;10;122;RNW
3549;100;10;123;RNW
3550;100;10;124;RNW
3551;100;10;125;RNW
3552;100;10;126;RNW
3553;100;10;127;RNW
3554;100;10;128;RNW
3555;100;10;129;RNW
3556;100;10;130;RNW
3557;100;10;131;RNW
3558;100;10;132;RNW
3559;100;10;133;RNW
3560;100;10;134;RNW
3561;100;10;135;RNW
3562;100;10;136;RNW
3563;100;10;137;RNW
3564;100;10;138;RNW
3565;100;10;139;RNW
3566;100;10;140;RNW
3567;100;10;141;RNW
3568;100;10;142;RNW
3569;100;10;143;RNW
3570;100;10;144;RNW
3571;100;10;145;RNW
3572;100;10;146;RNW
3573;100;10;147;RNW
3574;100;10;148;RNW
3575;100;10;149;RNW
3576;100;10;150;RNW
3577;100;10;151;RNW
3578;100;10;152;RNW
3579;100;10;153;RNW
3580;100;10;154;RNW
3581;100;10;155;RNW
3582;100;10;156;RNW
3583;100;10;157;RNW
3584;100;10;158;RNW
3585;100;10;159;RNW
3586;100;10;160;RNW
3587;100;10;161;RNW
3588;100;10;162;RNW
3589;100;10;163;RNW
3590;100;10;164;RNW
3591;100;10;165;RNW
3592;100;10;166;RNW
3593;100;10;167;RNW
3594;100;10;168;RNW
3595;100;10;169;RNW
3596;100;10;170;RNW
3597;100;10;171;RNW
3598;100;10;172;RNW
3599;100;10;173;RNW
3600;100;10;174;RNW
3601;100;10;175;RNW
3602;100;10;176;RNW
3603;100;10;177;RNW
3604;100;10;178;RNW
3605;100;10;179;RNW
3606;100;10;180;RNW
3607;100;10;181;RNW
3608;100;10;182;RNW
3609;100;10;183;RNW
3610;100;10;184;RNW
3611;100;10;185;RNW
3612;100;10;186;RNW
3613;100;10;187;RNW
3614;100;10;188;RNW
3615;100;10;189;RNW
3616;100;10;190;RNW
3617;100;10;191;RNW
3618;100;10;192;RNW
3619;100;10;193;RNW
3620;100;10;194;RNW
3621;100;10;195;RNW
3622;100;10;196;RNW
3623;100;10;197;RNW
3624;100;10;198;RNW
3625;100;10;199;RNW
3626;100;11;100;RNW
3627;100;11;101;RNW
3628;100;11;102;RNW
3629;100;11;103;RNW
3630;100;11;104;RNW
3631;100;11;105;RNW
3632;100;11;106;RNW
3633;100;11;107;RNW
3634;100;11;108;RNW
3635;100;11;109;RNW
3636;100;11;110;RNW
3637;100;11;111;RNW
3638;100;11;112;RNW
3639;100;11;113;RNW
3640;100;11;114;RNW
3641;100;11;115;RNW
3642;100;11;116;RNW
3643;100;11;117;RNW
3644;100;11;118;RNW
3645;100;11;119;RNW
3646;100;11;120;RNW
3647;100;11;121;RNW
3648;100;11;122;RNW
3649;100;11;123;RNW
3650;100;11;124;RNW
3651;100;11;125;RNW
3652;100;11;126;RNW
3653;100;11;127;RNW
3654;100;11;128;RNW
3655;100;11;129;RNW
3656;100;11;130;RNW
3657;100;11;131;RNW
3658;100;11;132;RNW
3659;100;11;133;RNW
3660;100;11;134;RNW
3661;100;11;135;RNW
3662;100;11;136;RNW
3663;100;11;137;RNW
3664;100;11;138;RNW
3665;100;11;139;RNW
3666;100;11;140;RNW
3667;100;11;141;RNW
3668;100;11;142;RNW
3669;100;11;143;RNW
3670;100;11;144;RNW
3671;100;11;145;RNW
3672;100;11;146;RNW
3673;100;11;147;RNW
3674;100;11;148;RNW
3675;100;11;149;RNW
3676;100;11;150;RNW
3677;100;11;151;RNW
3678;100;11;152;RNW
3679;100;11;153;RNW
3680;100;11;154;RNW
3681;100;11;155;RNW
3682;100;11;156;RNW
3683;100;11;157;RNW
3684;100;11;158;RNW
3685;100;11;159;RNW
3686;100;11;160;RNW
3687;100;11;161;RNW
3688;100;11;162;RNW
3689;100;11;163;RNW
3690;100;11;164;RNW
3691;100;11;165;RNW
3692;100;11;166;RNW
3693;100;11;167;RNW
3694;100;11;168;RNW
3695;100;11;169;RNW
3696;100;11;170;RNW
3697;100;11;171;RNW
3698;100;11;172;RNW
3699;100;11;173;RNW
3700;100;11;174;RNW
3701;100;11;175;RNW
3702;100;11;176;RNW
3703;100;11;177;RNW
3704;100;11;178;RNW
3705;100;11;179;RNW
3706;100;11;180;RNW
3707;100;11;181;RNW
3708;100;11;182;RNW
3709;100;11;183;RNW
3710;100;11;184;RNW
3711;100;11;185;RNW
3712;100;11;186;RNW
3713;100;11;187;RNW
3714;100;11;188;RNW
3715;100;11;189;RNW
3716;100;11;190;RNW
3717;100;11;191;RNW
3718;100;11;192;RNW
3719;100;11;193;RNW
3720;100;11;194;RNW
3721;100;11;195;RNW
3722;100;11;196;RNW
3723;100;11;197;RNW
3724;100;11;198;RNW
3725;100;11;199;RNW
3726;100;12;100;RNW
3727;100;12;101;RNW
3728;100;12;102;RNW
3729;100;12;103;RNW
3730;100;12;104;RNW
3731;100;12;105;RNW
3732;100;12;106;RNW
3733;100;12;107;RNW
3734;100;12;108;RNW
3735;100;12;109;RNW
3736;100;12;110;RNW
3737;100;12;111;RNW
3738;100;12;112;RNW
3739;100;12;113;RNW
3740;100;12;114;RNW
3741;100;12;115;RNW
3742;100;12;116;RNW
3743;100;12;117;RNW
3744;100;12;118;RNW
3745;100;12;119;RNW
3746;100;12;120;RNW
3747;100;12;121;RNW
3748;100;12;122;RNW
3749;100;12;123;RNW
3750;100;12;124;RNW
3751;100;12;125;RNW
3752;100;12;126;RNW
3753;100;12;127;RNW
3754;100;12;128;RNW
3755;100;12;129;RNW
3756;100;12;130;RNW
3757;100;12;131;RNW
3758;100;12;132;RNW
3759;100;12;133;RNW
3760;100;12;134;RNW
3761;100;12;135;RNW
3762;100;12;136;RNW
3763;100;12;137;RNW
3764;100;12;138;RNW
3765;100;12;139;RNW
3766;100;12;140;RNW
3767;100;12;141;RNW
3768;100;12;142;RNW
3769;100;12;143;RNW
3770;100;12;144;RNW
3771;100;12;145;RNW
3772;100;12;146;RNW
3773;100;12;147;RNW
3774;100;12;148;RNW
3775;100;12;149;RNW
3776;100;12;150;RNW
3777;100;12;151;RNW
3778;100;12;152;RNW
3779;100;12;153;RNW
3780;100;12;154;RNW
3781;100;12;155;RNW
3782;100;12;156;RNW
3783;100;12;157;RNW
3784;100;12;158;RNW
3785;100;12;159;RNW
3786;100;12;160;RNW
3787;100;12;161;RNW
3788;100;12;162;RNW
3789;100;12;163;RNW
3790;100;12;164;RNW
3791;100;12;165;RNW
3792;100;12;166;RNW
3793;100;12;167;RNW
3794;100;12;168;RNW
3795;100;12;169;RNW
3796;100;12;170;RNW
3797;100;12;171;RNW
3798;100;12;172;RNW
3799;100;12;173;RNW
3800;100;12;174;RNW
3801;100;12;175;RNW
3802;100;12;176;RNW
3803;100;12;177;RNW
3804;100;12;178;RNW
3805;100;12;179;RNW
3806;100;12;180;RNW
3807;100;12;181;RNW
3808;100;12;182;RNW
3809;100;12;183;RNW
3810;100;12;184;RNW
3811;100;12;185;RNW
3812;100;12;186;RNW
3813;100;12;187;RNW
3814;100;12;188;RNW
3815;100;12;189;RNW
3816;100;12;190;RNW
3817;100;12;191;RNW
3818;100;12;192;RNW
3819;100;12;193;RNW
3820;100;12;194;RNW
3821;100;12;195;RNW
3822;100;12;196;RNW
3823;100;12;197;RNW
3824;100;12;198;RNW
3825;100;12;199;RNW
3826;100;13;100;RNW
3827;100;13;101;RNW
3828;100;13;102;RNW
3829;100;13;103;RNW
3830;100;13;104;RNW
3831;100;13;105;RNW
3832;100;13;106;RNW
3833;100;13;107;RNW
3834;100;13;108;RNW
3835;100;13;109;RNW
3836;100;13;110;RNW
3837;100;13;111;RNW
3838;100;13;112;RNW
3839;100;13;113;RNW
3840;100;13;114;RNW
3841;100;13;115;RNW
3842;100;13;116;RNW
3843;100;13;117;RNW
3844;100;13;118;RNW
3845;100;13;119;RNW
3846;100;13;120;RNW
3847;100;13;121;RNW
3848;100;13;122;RNW
3849;100;13;123;RNW
3850;100;13;124;RNW
3851;100;13;125;RNW
3852;100;13;126;RNW
3853;100;13;127;RNW
3854;100;13;128;RNW
3855;100;13;129;RNW
3856;100;13;130;RNW
3857;100;13;131;RNW
3858;100;13;132;RNW
3859;100;13;133;RNW
3860;100;13;134;RNW
3861;100;13;135;RNW
3862;100;13;136;RNW
3863;100;13;137;RNW
3864;100;13;138;RNW
3865;100;13;139;RNW
3866;100;13;140;RNW
3867;100;13;141;RNW
3868;100;13;142;RNW
3869;100;13;143;RNW
3870;100;13;144;RNW
3871;100;13;145;RNW
3872;100;13;146;RNW
3873;100;13;147;RNW
3874;100;13;148;RNW
3875;100;13;149;RNW
3876;100;13;150;RNW
3877;100;13;151;RNW
3878;100;13;152;RNW
3879;100;13;153;RNW
3880;100;13;154;RNW
3881;100;13;155;RNW
3882;100;13;156;RNW
3883;100;13;157;RNW
3884;100;13;158;RNW
3885;100;13;159;RNW
3886;100;13;160;RNW
3887;100;13;161;RNW
3888;100;13;162;RNW
3889;100;13;163;RNW
3890;100;13;164;RNW
3891;100;13;165;RNW
3892;100;13;166;RNW
3893;100;13;167;RNW
3894;100;13;168;RNW
3895;100;13;169;RNW
3896;100;13;170;RNW
3897;100;13;171;RNW
3898;100;13;172;RNW
3899;100;13;173;RNW
3900;100;13;174;RNW
3901;100;13;175;RNW
3902;100;13;176;RNW
3903;100;13;177;RNW
3904;100;13;178;RNW
3905;100;13;179;RNW
3906;100;13;180;RNW
3907;100;13;181;RNW
3908;100;13;182;RNW
3909;100;13;183;RNW
3910;100;13;184;RNW
3911;100;13;185;RNW
3912;100;13;186;RNW
3913;100;13;187;RNW
3914;100;13;188;RNW
3915;100;13;189;RNW
3916;100;13;190;RNW
3917;100;13;191;RNW
3918;100;13;192;RNW
3919;100;13;193;RNW
3920;100;13;194;RNW
3921;100;13;195;RNW
3922;100;13;196;RNW
3923;100;13;197;RNW
3924;100;13;198;RNW
3925;100;13;199;RNW
3926;100;14;100;RNW
3927;100;14;101;RNW
3928;100;14;102;RNW
3929;100;14;103;RNW
3930;100;14;104;RNW
3931;100;14;105;RNW
3932;100;14;106;RNW
3933;100;14;107;RNW
3934;100;14;108;RNW
3935;100;14;109;RNW
3936;100;14;110;RNW
3937;100;14;111;RNW
3938;100;14;112;RNW
3939;100;14;113;RNW
3940;100;14;114;RNW
3941;100;14;115;RNW
3942;100;14;116;RNW
3943;100;14;117;RNW
3944;100;14;118;RNW
3945;100;14;119;RNW
3946;225;223;19;Jotenheimen;x
3947;225;223;21;Scandes;x
3948;16;119;24;Pontic Mountains;x
3949;24;212;37;Armenian Highlands;x
3950;222;79;239;Elburz;x
3951;111;33;184;Zagros;x
3952;22;236;239;Zagros2;x
3953;176;122;149;Arbaquh;x
3954;36;150;179;Tokai Sea;x
3955;64;173;200;Coast of Hokkaido;x
3956;29;124;148;North Japan Basin;x
3957;45;117;167;Eastern Yellow Sea;x
3958;31;182;184;Bahai Sea;x
3959;102;179;145;Oshima;x
3960;227;54;54;Nanbu;x
3961;207;150;214;Ugo;x
3962;137;170;36;Kii;x
3963;217;164;164;Sangju;x
3964;195;44;140;Naju;x
3965;188;200;56;Chungju;x
3966;158;186;44;Suwon;x
3967;231;184;20;Haeju;x
3968;145;81;35;Ganggye;x
3969;14;155;81;Durres;x
3970;190;110;220;Pilbara;x
3971;14;155;82;Passau;x
3972;14;155;83;Kleves;x
3973;114;155;83;Mark;x
3974;214;155;83;Julich;x
3975;84;68;127;Kempton;x
3976;200;200;26;Memmingen;x
3977;10;48;168;Dillingen;x
3978;51;33;95;Hoya;x
3979;200;200;27;InnerHebrides;x
3980;200;200;28;Kerry;x
3981;200;200;29;Mayo;x
3982;200;200;30;Ormond;x
